release_date,movie_title,production_budget,domestic_gross,worldwide_gross,genres,start_year,runtime_minutes,averagerating,numvotes,Revenue
16-06-2017,All Eyez on Me,45000000.0,44922302.0,54876855.0,"Biography,Drama,Music",2017,139.0,5.8,18541,9876855.0
04-11-1994,Frankenstein,45000000.0,22006296.0,112006296.0,Drama,2011,130.0,9.0,1832,67006296.0
04-11-1994,Frankenstein,45000000.0,22006296.0,112006296.0,"Drama,Horror",2011,82.0,1.9,67,67006296.0
04-11-1994,Frankenstein,45000000.0,22006296.0,112006296.0,"Horror,Sci-Fi,Thriller",2015,89.0,5.1,2089,67006296.0
03-05-2019,UglyDolls,45000000.0,19894664.0,24644664.0,"Adventure,Animation,Comedy",2019,87.0,4.5,1176,-20355336.0
19-01-2001,The Pledge,45000000.0,19719930.0,29406132.0,"Drama,Family",2011,118.0,6.3,164,-15593868.0
01-07-2005,Rebound,45000000.0,16809014.0,17492014.0,"Horror,Mystery,Thriller",2014,84.0,4.2,259,-27507986.0
19-02-2010,The Ghost Writer,45000000.0,15541549.0,65532491.0,"Drama,Mystery,Thriller",2010,128.0,7.2,148274,20532491.0
21-09-2012,Dredd,45000000.0,13414714.0,41467606.0,"Action,Crime,Sci-Fi",2012,95.0,7.1,234616,-3532394.0
28-10-2011,The Rum Diary,45000000.0,13109815.0,21544732.0,"Comedy,Drama",2011,119.0,6.2,94787,-23455268.0
21-12-2018,Welcome to Marwen,45000000.0,10763520.0,12874922.0,"Biography,Comedy,Drama",2018,116.0,6.1,8920,-32125078.0
21-10-2011,Johnny English Reborn,45000000.0,8406711.0,164640401.0,"Action,Adventure,Comedy",2011,101.0,6.3,110824,119640401.0
25-12-2002,Pinocchio,45000000.0,3681811.0,31681811.0,"Animation,Family,Fantasy",2012,75.0,6.3,224,-13318189.0
25-12-2002,Pinocchio,45000000.0,3681811.0,31681811.0,Documentary,2015,75.0,6.8,8,-13318189.0
09-02-1940,Pinocchio,2289247.0,84300000.0,84300000.0,"Animation,Family,Fantasy",2012,75.0,6.3,224,82010753.0
09-02-1940,Pinocchio,2289247.0,84300000.0,84300000.0,Documentary,2015,75.0,6.8,8,82010753.0
31-12-2012,Foodfight!,45000000.0,0.0,73706.0,"Action,Animation,Comedy",2012,91.0,1.9,8248,-44926294.0
12-10-2012,Argo,44500000.0,136025503.0,227140757.0,"Biography,Drama,Thriller",2012,120.0,7.7,534683,182640757.0
30-07-2010,Charlie St. Cloud,44000000.0,31206263.0,48478084.0,"Drama,Fantasy,Romance",2010,99.0,6.5,55016,4478084.0
02-02-1996,The Juror,44000000.0,22730924.0,22730924.0,Drama,2019,114.0,6.3,13,-21269076.0
06-02-2014,The Interview,44000000.0,6105175.0,12342632.0,Comedy,2014,112.0,6.5,286341,-31657368.0
19-11-1980,Heaven's Gate,44000000.0,3484331.0,3484523.0,Documentary,2013,47.0,6.8,5,-40515477.0
28-06-2013,The Heat,43000000.0,159581587.0,229727774.0,"Action,Comedy,Crime",2013,117.0,6.6,153501,186727774.0
06-01-2017,A Monster Calls,43000000.0,3740823.0,46414530.0,"Animation,Drama,Fantasy",2016,108.0,7.5,70416,3414530.0
28-01-2011,The Mechanic,42500000.0,29121498.0,76347393.0,"Action,Crime,Thriller",2011,93.0,6.6,141254,33847393.0
16-03-2012,21 Jump Street,42000000.0,138447667.0,202812429.0,"Action,Comedy,Crime",2012,109.0,7.2,477771,160812429.0
01-07-1992,Boomerang,42000000.0,70052444.0,131052444.0,"Drama,Romance",2015,101.0,6.6,790,89052444.0
01-07-1992,Boomerang,42000000.0,70052444.0,131052444.0,"Action,Thriller",2019,120.0,5.8,218,89052444.0
01-07-1992,Boomerang,42000000.0,70052444.0,131052444.0,Comedy,2018,90.0,6.3,6,89052444.0
12-05-2017,Snatched,42000000.0,45852178.0,57852177.0,Comedy,2011,81.0,5.5,61,15852177.0
12-05-2017,Snatched,42000000.0,45852178.0,57852177.0,"Action,Adventure,Comedy",2017,90.0,4.5,29997,15852177.0
12-10-2012,Here Comes the Boom,42000000.0,45290318.0,73239258.0,"Action,Comedy,Sport",2012,105.0,6.4,81761,31239258.0
11-03-2011,Red Riding Hood,42000000.0,37662162.0,91678442.0,"Fantasy,Horror,Mystery",2011,100.0,5.5,102369,49678442.0
25-12-2018,Holmes & Watson,42000000.0,30568743.0,41926605.0,"Adventure,Comedy,Crime",2018,90.0,3.8,17661,-73395.0
27-01-2012,One for the Money,42000000.0,26414527.0,36197221.0,"Action,Comedy,Crime",2012,91.0,5.3,38473,-5802779.0
02-10-1992,Hero,42000000.0,19487173.0,66787173.0,"Action,Drama,Thriller",2012,163.0,3.8,200,24787173.0
02-10-1992,Hero,42000000.0,19487173.0,66787173.0,"Crime,Drama",2015,120.0,6.3,263,24787173.0
02-10-1992,Hero,42000000.0,19487173.0,66787173.0,"Action,Drama,Romance",2015,145.0,3.7,1998,24787173.0
27-01-2012,Man on a Ledge,42000000.0,18620000.0,49621440.0,"Action,Adventure,Crime",2012,102.0,6.6,137507,7621440.0
03-12-2010,The Warrior's Way,42000000.0,5666340.0,8514325.0,"Action,Fantasy,Western",2010,100.0,6.3,24271,-33485675.0
31-05-2019,Rocketman,41000000.0,57342725.0,108642725.0,"Biography,Drama,Music",2019,121.0,7.7,24266,67642725.0
14-10-2011,The Big Year,41000000.0,7204138.0,7684524.0,Comedy,2011,100.0,6.2,39522,-33315476.0
11-06-2010,The Karate Kid,40000000.0,176591618.0,351774938.0,"Action,Drama,Family",2010,140.0,6.2,146401,311774938.0
22-06-1984,The Karate Kid,8000000.0,90815558.0,90815558.0,"Action,Drama,Family",2010,140.0,6.2,146401,82815558.0
13-02-2015,Fifty Shades of Grey,40000000.0,166167230.0,570998101.0,"Drama,Romance,Thriller",2015,125.0,4.1,279126,530998101.0
19-06-2009,The Proposal,40000000.0,163958031.0,314709717.0,Documentary,2018,86.0,5.6,41,274709717.0
13-12-2013,American Hustle,40000000.0,150117807.0,257878294.0,"Crime,Drama",2013,138.0,7.2,418221,217878294.0
25-07-2014,Lucy,40000000.0,126573960.0,457507776.0,"Action,Sci-Fi,Thriller",2014,89.0,6.4,403194,417507776.0
25-07-2014,Lucy,40000000.0,126573960.0,457507776.0,Documentary,2016,40.0,7.0,6,417507776.0
25-12-2013,Lone Survivor,40000000.0,125095601.0,149804632.0,"Action,Biography,Drama",2013,121.0,7.5,246641,109804632.0
01-10-2010,The Social Network,40000000.0,96962694.0,224922135.0,"Biography,Drama",2010,120.0,7.7,568578,184922135.0
15-01-2016,Ride Along 2,40000000.0,90862685.0,124827316.0,"Action,Comedy,Crime",2016,102.0,5.9,48688,84827316.0
27-03-2015,Get Hard,40000000.0,90411453.0,106511453.0,"Comedy,Crime",2015,100.0,6.0,111187,66511453.0
14-10-2016,The Accountant,40000000.0,86260045.0,152962083.0,"Action,Crime,Drama",2016,128.0,7.3,233022,112962083.0
14-11-2014,Dumb and Dumber To,40000000.0,86208010.0,156553592.0,"Adventure,Comedy",2014,109.0,5.6,118646,116553592.0
25-04-2014,The Other Woman,40000000.0,83911193.0,195111193.0,"Comedy,Romance",2014,109.0,6.0,122889,155111193.0
25-09-2015,The Intern,40000000.0,75764672.0,197115710.0,"Comedy,Drama",2015,121.0,7.1,191494,157115710.0
16-10-2015,Bridge of Spies,40000000.0,72313754.0,162498338.0,"Drama,History,Thriller",2015,142.0,7.6,263004,122498338.0
04-11-2016,Hacksaw Ridge,40000000.0,67209615.0,168904682.0,"Biography,Drama,History",2016,139.0,8.1,366904,128904682.0
18-02-2011,Unknown,40000000.0,63686397.0,136123083.0,"Action,Mystery,Thriller",2011,113.0,6.9,235167,96123083.0
18-02-2011,Unknown,40000000.0,63686397.0,136123083.0,Drama,2012,96.0,6.9,14,96123083.0
03-11-2006,Unknown,3700000.0,26403.0,3355048.0,"Action,Mystery,Thriller",2011,113.0,6.9,235167,-344952.0
03-11-2006,Unknown,3700000.0,26403.0,3355048.0,Drama,2012,96.0,6.9,14,-344952.0
04-06-2010,Get Him to the Greek,40000000.0,61153526.0,91455875.0,"Adventure,Comedy,Music",2010,109.0,6.4,161653,51455875.0
18-03-2011,The Lincoln Lawyer,40000000.0,58009200.0,87145086.0,"Crime,Drama,Thriller",2011,118.0,7.3,196109,47145086.0
26-11-2014,Horrible Bosses 2,40000000.0,54445357.0,105945357.0,"Comedy,Crime",2014,108.0,6.3,144442,65945357.0
09-07-2010,Predators,40000000.0,52000688.0,127234389.0,"Action,Adventure,Sci-Fi",2010,107.0,6.4,199764,87234389.0
15-08-2012,The Odd Life of Timothy Green,40000000.0,51853450.0,55249159.0,"Comedy,Drama,Family",2012,105.0,6.6,42770,15249159.0
20-06-2014,Jersey Boys,40000000.0,47047013.0,65282732.0,"Biography,Drama,Music",2014,134.0,6.8,30410,25282732.0
12-08-2011,Final Destination 5,40000000.0,42587643.0,155011165.0,Horror,2011,92.0,5.9,98061,115011165.0
16-11-2018,Widows,40000000.0,42402632.0,73866088.0,"Comedy,Drama",2011,100.0,6.3,484,33866088.0
16-11-2018,Widows,40000000.0,42402632.0,73866088.0,"Crime,Drama,Thriller",2018,129.0,7.0,61615,33866088.0
18-07-2014,Sex Tape,40000000.0,38543473.0,126069509.0,"Comedy,Romance",2014,94.0,5.1,100520,86069509.0
15-04-2011,Scream 4,40000000.0,38180928.0,95989590.0,"Horror,Mystery",2011,111.0,6.2,118779,55989590.0
18-03-2011,Paul,40000000.0,37412945.0,101162106.0,"Adventure,Comedy,Sci-Fi",2011,104.0,7.0,220567,61162106.0
18-03-2011,Paul,40000000.0,37412945.0,101162106.0,Drama,2016,71.0,4.8,6,61162106.0
19-12-2012,The Guilt Trip,40000000.0,37134215.0,41294674.0,"Comedy,Drama",2012,95.0,5.8,33702,1294674.0
26-08-2011,Colombiana,40000000.0,36665854.0,72295262.0,"Action,Drama,Thriller",2011,108.0,6.4,87659,32295262.0
12-01-2018,The Commuter,40000000.0,36343858.0,101985431.0,"Action,Mystery,Thriller",2018,105.0,6.3,83114,61985431.0
08-04-2011,Arthur,40000000.0,33035397.0,47787943.0,"Comedy,Romance",2011,110.0,5.7,49013,7787943.0
21-12-2016,Patriots Day,40000000.0,31886361.0,52837989.0,"Action,Crime,Drama",2016,133.0,7.4,76204,12837989.0
10-11-2010,Morning Glory,40000000.0,31011732.0,59795070.0,"Comedy,Drama,Romance",2010,107.0,6.5,67367,19795070.0
03-05-2019,Long Shot,40000000.0,30202860.0,43711031.0,"Comedy,Romance",2019,125.0,7.2,12814,3711031.0
25-08-2000,The Art of War,40000000.0,30199105.0,30199105.0,War,2018,96.0,2.8,9,-9800895.0
25-12-2013,Grudge Match,40000000.0,29807260.0,69807260.0,"Comedy,Drama,Sport",2013,113.0,6.4,54080,29807260.0
11-08-2017,The Nut Job 2: Nutty by Nature,40000000.0,28370522.0,57438389.0,"Adventure,Animation,Comedy",2017,91.0,5.5,4820,17438389.0
27-01-2017,Resident Evil: The Final Chapter,40000000.0,26844692.0,314101190.0,"Action,Horror,Sci-Fi",2016,107.0,5.6,74979,274101190.0
30-06-2017,The House,40000000.0,25584504.0,31192425.0,"Drama,Mystery,Thriller",2011,109.0,4.6,50,-8807575.0
30-06-2017,The House,40000000.0,25584504.0,31192425.0,Animation,2011,72.0,7.3,58,-8807575.0
30-06-2017,The House,40000000.0,25584504.0,31192425.0,Thriller,2016,90.0,4.5,476,-8807575.0
30-06-2017,The House,40000000.0,25584504.0,31192425.0,"Comedy,Crime",2017,88.0,5.6,33365,-8807575.0
05-04-2007,The Reaping,40000000.0,25126214.0,62226214.0,"Comedy,Horror,Thriller",2014,84.0,4.9,36,22226214.0
07-01-2011,Season of the Witch,40000000.0,24827228.0,91126600.0,"Action,Adventure,Fantasy",2011,95.0,5.4,85777,51126600.0
03-06-1994,Renaissance Man,40000000.0,24172899.0,24172899.0,Documentary,2018,90.0,4.7,6,-15827101.0
26-08-2016,Mechanic: Resurrection,40000000.0,21218403.0,109738840.0,"Action,Adventure,Thriller",2016,98.0,5.7,67275,69738840.0
03-02-2012,Big Miracle,40000000.0,20157300.0,25268680.0,"Biography,Drama,Family",2012,107.0,6.5,17585,-14731320.0
21-12-2012,The Impossible,40000000.0,19019882.0,169590606.0,"Drama,History,Thriller",2012,114.0,7.6,177762,129590606.0
09-03-2012,A Thousand Words,40000000.0,18450127.0,20790486.0,"Comedy,Drama",2012,91.0,5.9,36387,-19209514.0
20-03-2015,The Gunman,40000000.0,10664749.0,18594227.0,"Action,Crime,Drama",2015,115.0,5.8,36053,-21405773.0
16-08-2013,Paranoia,40000000.0,7388654.0,16340767.0,"Drama,Thriller",2013,106.0,5.7,33149,-23659233.0
16-08-2013,Paranoia,40000000.0,7388654.0,16340767.0,Thriller,2012,87.0,5.3,26,-23659233.0
10-07-2015,Baahubali: The Beginning,40000000.0,6738000.0,26736665.0,"Action,Drama",2015,159.0,8.1,93243,-13263335.0
09-03-2018,The Hurricane Heist,40000000.0,6115824.0,30963684.0,"Action,Adventure,Crime",2018,103.0,5.1,15326,-9036316.0
25-11-2015,Victor Frankenstein,40000000.0,5775076.0,31124367.0,"Drama,Horror,Sci-Fi",2015,110.0,6.0,47492,-8875633.0
27-06-2014,Snowpiercer,40000000.0,4563029.0,88069880.0,"Action,Drama,Sci-Fi",2013,126.0,7.1,239264,48069880.0
01-07-1986,Pirates,40000000.0,1641825.0,6341825.0,"Action,Adventure,Comedy",2014,130.0,6.6,2387,-33658175.0
24-09-2004,The Last Shot,40000000.0,463730.0,463730.0,Action,2010,47.0,8.0,9,-39536270.0
16-03-2007,Nomad,40000000.0,79123.0,79123.0,Drama,2018,83.0,3.1,7,-39920877.0
11-11-2016,USS Indianapolis: Men of Courage,40000000.0,0.0,1663785.0,"Action,Drama,History",2016,128.0,5.2,9453,-38336215.0
05-10-2012,Frankenweenie,39000000.0,35287788.0,81150788.0,"Animation,Comedy,Family",2012,87.0,7.0,89489,42150788.0
30-09-2005,Serenity,39000000.0,25514517.0,40319440.0,"Drama,Mystery,Sci-Fi",2019,106.0,5.3,17904,1319440.0
25-01-2019,Serenity,25000000.0,8547045.0,11367029.0,"Drama,Mystery,Sci-Fi",2019,106.0,5.3,17904,-13632971.0
02-06-2017,Captain Underpants: The First Epic Movie,38000000.0,73921000.0,126577874.0,"Action,Animation,Comedy",2017,89.0,6.2,21903,88577874.0
17-04-2015,Paul Blart: Mall Cop 2,38000000.0,71091594.0,107650646.0,"Action,Comedy,Crime",2015,94.0,4.4,30828,69650646.0
23-12-2016,Why Him?,38000000.0,60323786.0,117425156.0,Comedy,2016,111.0,6.2,89628,79425156.0
22-04-2011,Water for Elephants,38000000.0,58709717.0,116809717.0,"Drama,Romance",2011,120.0,6.9,105812,78809717.0
08-10-2010,Life as We Know It,38000000.0,53374681.0,105887837.0,"Comedy,Drama,Romance",2010,114.0,6.6,113077,67887837.0
06-09-2013,Riddick,38000000.0,42025135.0,94763758.0,"Action,Adventure,Sci-Fi",2013,119.0,6.4,144821,56763758.0
22-01-2016,The 5th Wave,38000000.0,34912982.0,111336398.0,"Action,Adventure,Drama",2016,112.0,5.2,90788,73336398.0
06-02-2009,Push,38000000.0,31811527.0,49678401.0,Documentary,2019,92.0,7.3,33,11678401.0
20-09-2013,Rush,38000000.0,26947624.0,98230839.0,"Action,Biography,Drama",2013,123.0,8.1,393437,60230839.0
20-09-2013,Rush,38000000.0,26947624.0,98230839.0,"Comedy,Romance",2011,87.0,7.9,8,60230839.0
20-09-2013,Rush,38000000.0,26947624.0,98230839.0,"Crime,Thriller",2012,110.0,3.8,780,60230839.0
20-10-2017,Only the Brave,38000000.0,18340051.0,24555177.0,"Action,Biography,Drama",2017,134.0,7.7,45482,-13444823.0
14-10-2011,The Thing,38000000.0,16999934.0,27573078.0,"Horror,Mystery,Sci-Fi",2011,103.0,6.2,111900,-10426922.0
21-09-2018,The Sisters Brothers,38000000.0,3143056.0,13143056.0,"Adventure,Comedy,Crime",2018,122.0,7.0,32135,-24856944.0
11-01-2019,The Upside,37500000.0,108235497.0,119024536.0,"Comedy,Drama",2017,126.0,6.7,24169,81524536.0
18-05-2012,What to Expect When You're Expecting,37500000.0,41152203.0,88473016.0,"Comedy,Drama,Romance",2012,110.0,5.7,65890,50973016.0
14-09-2012,The Master,37500000.0,16247159.0,50647416.0,Drama,2012,138.0,7.1,131365,13147416.0
14-09-2012,The Master,37500000.0,16247159.0,50647416.0,"Action,History",2014,86.0,4.8,54,13147416.0
07-08-2013,We're the Millers,37000000.0,150394119.0,267816276.0,"Comedy,Crime",2013,110.0,7.0,371759,230816276.0
25-11-2015,Creed,37000000.0,109767581.0,173567581.0,Horror,2010,77.0,6.6,12,136567581.0
25-11-2015,Creed,37000000.0,109767581.0,173567581.0,"Drama,Sport",2015,133.0,7.6,224671,136567581.0
25-11-2015,Creed,37000000.0,109767581.0,173567581.0,"Crime,Drama",2016,80.0,5.8,25,136567581.0
17-09-2010,The Town,37000000.0,92186262.0,152566881.0,"Crime,Drama,Thriller",2010,125.0,7.6,322524,115566881.0
23-09-2011,Dolphin Tale,37000000.0,72286779.0,96068724.0,"Drama,Family",2011,113.0,6.9,20746,59068724.0
23-02-2018,Game Night,37000000.0,69179066.0,117378084.0,"Action,Comedy,Crime",2018,100.0,7.0,163279,80378084.0
26-02-2010,Cop Out,37000000.0,44875481.0,55909910.0,"Action,Comedy,Crime",2010,107.0,5.6,81656,18909910.0
28-01-2011,The Rite,37000000.0,33047633.0,97143987.0,"Drama,Horror,Mystery",2011,114.0,6.0,85604,60143987.0
29-05-2015,Aloha,37000000.0,21052030.0,25387091.0,"Comedy,Drama,Romance",2015,105.0,5.4,54646,-11612909.0
05-10-2018,A Star is Born,36000000.0,215288866.0,433449571.0,"Documentary,Music",2010,75.0,5.1,15,397449571.0
26-03-2010,Hot Tub Time Machine,36000000.0,50269859.0,65967750.0,"Comedy,Sci-Fi",2010,101.0,6.4,153962,29967750.0
02-05-1997,Breakdown,36000000.0,50159144.0,50159144.0,"Drama,Thriller",2016,110.0,5.3,689,14159144.0
12-09-2014,Dolphin Tale 2,36000000.0,42024533.0,57824533.0,"Drama,Family",2014,107.0,6.4,7579,21824533.0
16-12-2016,Collateral Beauty,36000000.0,31016021.0,85309093.0,"Drama,Romance",2016,97.0,6.8,78764,49309093.0
06-05-2011,There Be Dragons,36000000.0,1069334.0,4020990.0,"Biography,Drama,War",2011,122.0,5.8,4326,-31979010.0
14-04-2017,Queen of the Desert,36000000.0,0.0,1578543.0,"Adventure,Biography,Drama",2015,128.0,5.7,8529,-34421457.0
08-09-2017,It,35000000.0,327481748.0,697457969.0,"Horror,Thriller",2017,135.0,7.4,359123,662457969.0
22-12-2010,True Grit,35000000.0,171243005.0,252276928.0,"Adventure,Drama,Western",2010,110.0,7.6,284034,217276928.0
18-09-1998,Rush Hour,35000000.0,141186864.0,245300000.0,Documentary,2018,80.0,6.6,71,210300000.0
08-02-2013,Identity Thief,35000000.0,134506920.0,175361578.0,"Adventure,Comedy,Crime",2013,111.0,5.7,115624,140361578.0
08-07-2011,Horrible Bosses,35000000.0,117538559.0,212417601.0,"Comedy,Crime",2011,98.0,6.9,398695,177417601.0
17-07-2015,Trainwreck,35000000.0,110212700.0,141123897.0,"Comedy,Drama,Romance",2015,125.0,6.2,121860,106123897.0
13-12-2013,Saving Mr. Banks,35000000.0,83299761.0,114962525.0,"Biography,Comedy,Drama",2013,125.0,7.5,140678,79962525.0
28-03-2008,21,35000000.0,81159365.0,159846429.0,Horror,2016,98.0,7.2,23,124846429.0
29-07-2005,Sky High,35000000.0,63939454.0,83109359.0,"Adventure,Documentary,Drama",2012,70.0,7.4,10,48109359.0
30-04-2010,A Nightmare on Elm Street,35000000.0,63075011.0,117729621.0,"Crime,Drama,Horror",2010,95.0,5.2,85497,82729621.0
09-11-1984,A Nightmare on Elm Street,1800000.0,25504513.0,25504513.0,"Crime,Drama,Horror",2010,95.0,5.2,85497,23704513.0
08-10-2010,Secretariat,35000000.0,59699513.0,60376247.0,"Biography,Drama,Family",2010,123.0,7.2,24536,25376247.0
22-07-2011,Friends with Benefits,35000000.0,55802754.0,146595891.0,"Comedy,Romance",2011,109.0,6.6,317338,111595891.0
20-05-2016,Neighbors 2: Sorority Rising,35000000.0,55340730.0,108757621.0,Comedy,2016,92.0,5.7,102793,73757621.0
29-06-2018,Sicario: Day of the Soldado,35000000.0,50065850.0,75885196.0,"Action,Crime,Drama",2018,122.0,7.1,95650,40885196.0
22-05-2015,Poltergeist,35000000.0,47425125.0,95713069.0,"Horror,Thriller",2015,93.0,4.9,51538,60713069.0
04-06-1982,Poltergeist,10700000.0,74706019.0,121706019.0,"Horror,Thriller",2015,93.0,4.9,51538,111006019.0
12-10-2018,Goosebumps 2: Haunted Halloween,35000000.0,46697321.0,93291478.0,"Adventure,Comedy,Family",2018,90.0,5.6,11459,58291478.0
19-01-2018,12 Strong,35000000.0,45819713.0,71118378.0,"Action,Drama,History",2018,130.0,6.6,50155,36118378.0
06-05-2011,Something Borrowed,35000000.0,39046489.0,65084116.0,"Comedy,Drama,Romance",2011,112.0,5.9,54314,30084116.0
28-10-2011,In Time,35000000.0,37553932.0,165103952.0,"Action,Crime,Drama",2011,109.0,6.7,346077,130103952.0
23-04-2010,The Back-up Plan,35000000.0,37490007.0,75281179.0,"Comedy,Romance",2010,104.0,5.4,46128,40281179.0
09-11-2011,J. Edgar,35000000.0,37306030.0,84606030.0,"Biography,Crime,Drama",2011,137.0,6.6,115925,49606030.0
17-08-2018,Mile 22,35000000.0,36108758.0,66295121.0,"Action,Adventure,Thriller",2018,94.0,6.1,47862,31295121.0
08-05-2015,Hot Pursuit,35000000.0,34580201.0,45671512.0,"Action,Comedy,Crime",2015,87.0,5.1,44723,10671512.0
25-12-2015,Concussion,35000000.0,34531832.0,50363790.0,Drama,2013,96.0,5.7,3813,15363790.0
25-12-2015,Concussion,35000000.0,34531832.0,50363790.0,"Biography,Drama,Sport",2015,123.0,7.1,77576,15363790.0
13-10-2017,The Foreigner,35000000.0,34393507.0,140783360.0,"Action,Thriller",2017,113.0,7.0,81288,105783360.0
13-10-2017,The Foreigner,35000000.0,34393507.0,140783360.0,"Comedy,Romance",2012,100.0,6.8,1526,105783360.0
03-12-2004,Closer,35000000.0,33987757.0,116177695.0,Drama,2015,87.0,5.7,172,81177695.0
01-06-2018,Adrift,35000000.0,31445011.0,57897191.0,Drama,2012,65.0,6.0,6,22897191.0
01-06-2018,Adrift,35000000.0,31445011.0,57897191.0,"Action,Adventure,Biography",2018,96.0,6.6,34115,22897191.0
06-01-2017,Underworld: Blood Wars,35000000.0,30353973.0,81209222.0,"Action,Adventure,Fantasy",2016,91.0,5.8,62942,46209222.0
23-09-2011,Abduction,35000000.0,28087155.0,86648359.0,"Action,Mystery,Thriller",2011,106.0,5.1,72552,51648359.0
23-09-2011,Abduction,35000000.0,28087155.0,86648359.0,"Horror,Thriller",2011,84.0,5.2,10,51648359.0
23-09-2011,Abduction,35000000.0,28087155.0,86648359.0,"Action,Comedy,Drama",2017,90.0,3.0,60,51648359.0
23-09-2011,Abduction,35000000.0,28087155.0,86648359.0,"Action,Sci-Fi",2019,106.0,6.1,1592,51648359.0
19-10-2012,Alex Cross,35000000.0,25888412.0,35426759.0,"Action,Crime,Mystery",2012,101.0,5.1,30951,426759.0
09-11-2001,Heist,35000000.0,23483357.0,28906817.0,"Action,Crime,Thriller",2015,93.0,6.1,24740,-6093183.0
09-11-2001,Heist,35000000.0,23483357.0,28906817.0,Action,2015,47.0,6.4,5,-6093183.0
13-11-2015,Heist,8900000.0,50136.0,3324131.0,"Action,Crime,Thriller",2015,93.0,6.1,24740,-5575869.0
13-11-2015,Heist,8900000.0,50136.0,3324131.0,Action,2015,47.0,6.4,5,-5575869.0
04-03-2016,Whiskey Tango Foxtrot,35000000.0,23083334.0,25350747.0,"Biography,Comedy,Drama",2016,112.0,6.6,46265,-9649253.0
21-08-2015,Hitman: Agent 47,35000000.0,22467450.0,82182803.0,"Action,Adventure,Crime",2015,96.0,5.7,80510,47182803.0
24-08-2012,Premium Rush,35000000.0,20275446.0,31393201.0,"Action,Crime,Thriller",2012,91.0,6.5,105279,-3606799.0
18-01-2013,Broken City,35000000.0,19701164.0,34480045.0,"Crime,Drama,Thriller",2013,109.0,6.2,71704,-519955.0
25-02-2005,Cursed,35000000.0,19294901.0,25114901.0,"Drama,War",2017,112.0,6.2,376,-9885099.0
25-02-2005,Cursed,35000000.0,19294901.0,25114901.0,Comedy,2016,81.0,8.3,6,-9885099.0
30-04-2010,Furry Vengeance,35000000.0,17630465.0,39340177.0,"Comedy,Family",2010,92.0,3.8,14700,4340177.0
25-01-2013,Parker,35000000.0,17616641.0,48543388.0,"Action,Crime,Thriller",2013,118.0,6.2,105529,13543388.0
15-09-2000,Bait,35000000.0,15325127.0,15471969.0,"Action,Adventure,Drama",2012,93.0,5.2,14627,-19528031.0
15-09-2000,Bait,35000000.0,15325127.0,15471969.0,"Drama,Thriller",2014,82.0,5.5,448,-19528031.0
15-09-2000,Bait,35000000.0,15325127.0,15471969.0,Drama,2019,89.0,7.0,79,-19528031.0
27-05-2011,The Tree of Life,35000000.0,13305665.0,61721826.0,"Drama,Fantasy",2011,139.0,6.8,156266,26721826.0
11-08-2006,Zoom,35000000.0,11989328.0,12506188.0,"Animation,Comedy,Drama",2015,96.0,6.1,2323,-22493812.0
11-08-2006,Zoom,35000000.0,11989328.0,12506188.0,"Comedy,Drama,Romance",2016,158.0,7.2,85,-22493812.0
28-03-2014,Sabotage,35000000.0,10508518.0,18376443.0,"Action,Crime,Drama",2014,109.0,5.7,55597,-16623557.0
06-03-2015,Unfinished Business,35000000.0,10219501.0,13214051.0,"Comedy,Drama",2015,91.0,5.4,29004,-21785949.0
30-09-2015,The Walk,35000000.0,10161183.0,61492104.0,"Crime,Thriller",2015,89.0,6.8,126,26492104.0
30-09-2015,The Walk,35000000.0,10161183.0,61492104.0,"Adventure,Biography,Drama",2015,123.0,7.3,109714,26492104.0
29-11-2013,Mandela: Long Walk to Freedom,35000000.0,8323085.0,29890402.0,"Biography,Drama,History",2013,141.0,7.1,25027,-5109598.0
11-03-2016,The Brothers Grimsby,35000000.0,6864016.0,28720470.0,"Action,Adventure,Comedy",2016,83.0,6.2,82123,-6279530.0
20-10-2017,The Snowman,35000000.0,6670765.0,43226146.0,"Crime,Drama,Mystery",2017,119.0,5.1,47890,8226146.0
28-01-2011,Biutiful,35000000.0,5101237.0,24687524.0,"Drama,Romance",2010,148.0,7.5,80382,-10312476.0
22-04-2016,A Hologram for the King,35000000.0,4212494.0,11846010.0,"Comedy,Drama,Romance",2016,98.0,6.1,36062,-23153990.0
03-10-1986,Playing for Keeps,35000000.0,2000000.0,2000000.0,"Comedy,Romance,Sport",2012,105.0,5.7,27389,-33000000.0
14-09-2012,Stolen,35000000.0,289773.0,17967746.0,"Action,Crime,Thriller",2012,96.0,5.5,41313,-17032254.0
14-09-2012,Stolen,35000000.0,289773.0,17967746.0,"Crime,Drama",2016,86.0,4.5,31,-17032254.0
14-10-2011,Trespass,35000000.0,16816.0,786532.0,"Crime,Drama,Thriller",2011,91.0,5.3,39404,-34213468.0
13-03-2015,The Lovers,35000000.0,0.0,53899.0,"Action,Adventure,Romance",2013,109.0,4.6,2867,-34946101.0
13-03-2015,The Lovers,35000000.0,0.0,53899.0,"Comedy,Drama,Romance",2017,97.0,6.1,2751,-34946101.0
25-12-2011,The Darkest Hour,34800000.0,21443494.0,62831715.0,"Action,Adventure,Horror",2011,89.0,4.9,55071,28031715.0
25-12-2011,The Darkest Hour,34800000.0,21443494.0,62831715.0,"Documentary,News",2014,52.0,6.4,8,28031715.0
